code,jenis,name,satuan,harga,vendor
MT-2026-0957,,"SOCKET COUPLING SDD SS 304 1/4""",PCS,8000,
MT-2026-0958,,"SOCKET COUPLING SSD SS 304 1/8""",PCS,10000,
MT-2026-0959,,"SOCKET COUPLING SSD SS 304 3/8""",PCS,12000,
MT-2026-0960,,"SOCKET COUPLING SDD SS 304 1/4""",PCS,15425,
MT-2026-0961,,NEPEL GREASE BENGKOK 10MM+12MM 45',PCS,9688,
MT-2026-0962,,"NEPEL GREASE 1/2""",PCS,17800,
MT-2026-0963,,NEPEL GREASE 1/4',PCS,15750,
MT-2026-0964,,"FITTING PNEUMATIC SELANG 8MM 1/2""",PCS,13000,
MT-2026-0965,,GREASE STEMPET KUNING,KALENG,38800,
MT-2026-0966,,OLI AGITATOR SHELL OMALA S2GX G320,LITER,106400,
MT-2026-0967,,SIKU 50X50 BC,PCS,215000,TOKO BERKAT
MT-2026-0968,,OKSIGEN,TABUNG,75000,IWAN ARGON
MT-2026-0969,,ARGON,TABUNG,250000,
MT-2026-0970,,LPG,TABUNG,1100000,
MT-2026-0971,,SCAFOLDING PIPE @4M INCLUDE CLAMP,SET,62000,BASINDO
MT-2026-0972,,TAMBAHAN SCAFOLDING UNTK DONGJIN,PCS,0,
MT-2026-0973,,1 BULAN,PCS,0,
MT-2026-0974,,PALU BATU 2LB G. FIBER ATS,PCS,70000,KARYA WARGI
MT-2026-0975,,PALU BATU 4LB G. FIBER ATS,PCS,110000,
MT-2026-0976,,RTD 2X P100 WITH THERMOWELL,PCS,2570000,PT. SUNTECH MITRA NUSANTARA
MT-2026-0977,,� 10 X 450MM,PCS,0,
MT-2026-0978,,"WITH FLANGE JIS 10K 1""",PCS,0,
MT-2026-0979,,THERMOWELL PAKE AS �21 X 400MM,PCS,0,
MT-2026-0980,,0-200�C,PCS,0,
MT-2026-0981,,"KABEL NYY 3 X 1,5 MM",M,17500,BULAN TERANG ELECTRIC
MT-2026-0982,,CONDUIT GALVANIS 3/4 POLOS,BATANG,78000,
MT-2026-0983,,FLEXIBLE CONDUIT 1/2,ROLL,500000,
MT-2026-0984,,"CABLE SCUN 1,25-3,5 MERAH",PACK,25000,
MT-2026-0985,,ELECTRIC TAPE NITTO,PCS,8500,
MT-2026-0986,,"CABLE YSLY-JZ,2G 1MM",M,12000,
MT-2026-0987,,PU TUBE 8 X 5 HITAM,ROLL,450000,
MT-2026-0988,,MALE CONNECTOR R 1/2 MALE TO PUSH IN 8MM,PCS,10000,
MT-2026-0989,,(MPC 08-04),PCS,0,
MT-2026-0990,,MALE CONNECTOR R 1/4 MALE TO PUSH IN 8MM,PCS,7000,
MT-2026-0991,,(MPC 08-02),PCS,0,
MT-2026-0992,,LAMPU TANGKI VESSEL TANK EXPLOSION PROOF,SET,0,
MT-2026-0993,,SIGHT GLASS BSD-100 EEW HRLM,PCS,0,
MT-2026-0994,,BANDUL TUKANG 400GR,PCS,17500,MUTIARA INDAH
MT-2026-0995,,BANDUL TUKANG 250GR,PCS,15000,
MT-2026-0996,,NOZEL KOIKE NO 1,PCS,50000,
MT-2026-0997,,CABANG NOZZLE 5/16,PCS,12500,
MT-2026-0998,,BENANG TUKANG,PACK,70000,
MT-2026-0999,,SEALTAPE ONDA,PCS,5000,
MT-2026-1000,,CUTTING TORCH KOIKE,PCS,390000,
MT-2026-1001,,PLAT STRIP 6 X 100,BATANG,388500,PT KARYA BENTENG BARU SEMESTA
MT-2026-1002,,SEWA ALAT BERAT KATO 25 TON CRANE,SHIFT,6000000,PT KEMBAR HARAPAN JAYA
MT-2026-1003,,ASDRAT M16 X 1000 SS304,BATANG,195000,PANJI RIMBA TEKNIK
MT-2026-1004,,MUR M16 SS304,PCS,7200,
MT-2026-1005,,RING M16 SS304,PCS,2300,
MT-2026-1006,,"METERAN 7,5M",PCS,40000,MUTIARA INDAH
MT-2026-1007,,"CUTTING KERAMIK 4""",PCS,105000,
MT-2026-1008,,"BATU BAPING 4"" BETON",PCS,50000,
MT-2026-1009,,FLASHBACK ARESTOR LPG,PCS,65000,
MT-2026-1010,,FLASHBACK ARESTOR OXY,PCS,65000,
MT-2026-1011,,KONEKTOR LAS 35-50 M,PCS,25000,
MT-2026-1012,,SCUN 70-12,PCS,11000,
MT-2026-1013,,TEE 12MM,PCS,15000,
MT-2026-1014,,NUT 10MM SS304,PCS,2550,
MT-2026-1015,,ASDRAT M10X1000 SS304,BATANG,74000,
MT-2026-1016,,"TSAT KUNING 10X1/2""",PCS,125,
MT-2026-1017,,POTONG DAN BUBUT KONDE SPROKET AS 6 IN,UNIT,900000,CV MITRA JAYA PRATAMA
MT-2026-1018,,WF 200X100X6X6,BATANG,1860000,PT KARYA BENTENG BARU SEMESTA
MT-2026-1019,,SIKU 60X60X6,BATANG,390000,
MT-2026-1020,,"PLAT BORDESH 4,5MM FULL 4'X8'",LEMBAR,1660000,
MT-2026-1021,,PLAT BORDESH 3MM 4'X8',LEMBAR,1150000,
MT-2026-1022,,WF 400X200X6,BATANG,6750000,
MT-2026-1023,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,-
MT-2026-1024,,FUSE 10X38 6A 10A,PCS,25000,SURYA AGUNG CILEGON
MT-2026-1025,,"SKUN Y 1,5MM",PCS,30000,
MT-2026-1026,,FLEXIBLE PU2 20MM PHITON,ROLL,125000,
MT-2026-1027,,HEADSTRINK 4/2,PCS,5000,
MT-2026-1028,,ISOLASI ELECTRIC,PCS,10000,
MT-2026-1029,,"CONDUCTOR FLEKSIBEL 1/2""",PCS,17500,
MT-2026-1030,,"COUPING PIPA 1/2""",PCS,10000,
MT-2026-1031,,MASKING TAPE,ROLL,10000,
MT-2026-1032,,"PIPA CONDUIT 1/2"" E19 X 3,6 M",BATANG,95000,SURYA AGUNG CILEGON
MT-2026-1033,,"SKUN Y 1,5 HITAM",PACK,30000,
MT-2026-1034,,"SKUN Y 2,5 HITAM / BIRU",PACK,35000,
MT-2026-1035,,BOX INBOW PANASONIC,PCS,4000,
MT-2026-1036,,ROUND BOX E19 AL,PCS,75000,
MT-2026-1037,,LAMPU TL LED 16,PCS,75000,
MT-2026-1038,,TANG POTONG,PCS,40000,
MT-2026-1039,,"KABEL NYYHY 2X1,5 ETERNA",ROLL,520000,TOKO SINLE JAYA
MT-2026-1040,,CABLE TIES 150,PACK,15000,
MT-2026-1041,,ISOLASI NITTO,PCS,10000,
MT-2026-1042,,PNEUMATIC CONTROL GLOBE VALVE,UNIT,44000000,MITRA GUNA SENTOSA
MT-2026-1043,,SIZE,PCS,0,
MT-2026-1044,,BODY,PCS,0,
MT-2026-1045,,BONNET,PCS,0,
MT-2026-1046,,TRIM,PCS,0,
MT-2026-1047,,PLUG-CHAR,PCS,0,
MT-2026-1048,,PACKING,PCS,0,
MT-2026-1049,,END STD,PCS,0,
MT-2026-1050,,ACTUATOR,PCS,0,
MT-2026-1051,,C/W,PCS,0,
MT-2026-1052,,SEIV 480 BLUE PEACOK,PAIL,1260000,DUNIA BARU
MT-2026-1053,,SEIV 6610 PRIMER GREY,PAIL,985000,
MT-2026-1054,,THINNER ND SUPER,JRGN,380000,
MT-2026-1055,,SCAFOLDING FRAME INC CATWALK,LOT,390000,PT BASINDO MITRA UTAMA
MT-2026-1056,,SCAFOLDING PIPE,LOT,375000,
MT-2026-1057,,BUTTERFLY VALVE 8INCH CS,PCS,2850000,PT KARSAINTI SEJIWA
MT-2026-1058,,"CANAL BAJA RINGAN 0,75 SNI",BATANG,98000,MEGABAJA SERANG
MT-2026-1059,,"RENG BAJA RINGAN 0,75 SNI",BATANG,51000,
MT-2026-1060,,INCLUDE SERTIFIKAT,PCS,0,
MT-2026-1061,,"LB52 3,2",KG,40800,KARYA WARGI
MT-2026-1062,,"CUTTING WD 4""",BOX,70000,
MT-2026-1063,,WHITE MARKER,LSN,174000,
MT-2026-1064,,"CUTTING WHEEL 4"" KRAMIK BOSCH",PCS,85000,
MT-2026-1065,,"KLEM UNISTRUT 1/2""",PCS,6000,SURYA AGUNG CILEGON
MT-2026-1066,,"SKUN Y 1,5MM HITAM",PCS,30000,
MT-2026-1067,,"CONNECTOR PU 1/4"" X 8MM",PCS,10000,
MT-2026-1068,,"CONNECTOR PU 1/2"" X 8MM",PCS,22500,
MT-2026-1069,,"SEALTAPE ONDA 1/2""",ROLL,5000,
MT-2026-1070,,AVIAN CAT SILVER,KG,60000,
MT-2026-1071,,RING PER SS 304 M16,PCS,2280,PANJI RIMBA TEKNIK
MT-2026-1072,,FULL DRAT M18 X 1000 GALVANIS,BATANG,58260,
MT-2026-1073,,FULL DRAT M18 X 1000 SS 304,BATANG,291295,
MT-2026-1074,,BOLT NUT HTB 8.8 M18 X 100,PCS,15240,
MT-2026-1075,,BOLT NUT HTB 8.8 M18 X 65,PCS,10740,
MT-2026-1076,,BAUT ROOFING SDS BAJA RINGAN,BOX,200000,PANJI RIMBA TEKNIK
MT-2026-1077,,BAUT ROOFING SDS BAJA RINGAN,BOX,108000,
MT-2026-1078,,KUNCI PAS RING 8-24,SET,370000,
MT-2026-1079,,"UBOLT 1"" x 5/16",PCS,1480,
MT-2026-1080,,DYNABOLT M8 X 90/100,PCS,1370,
MT-2026-1081,,DYNABOLT M8 X 70/75,PCS,1090,
MT-2026-1082,,"ISI ROLL CAT 4""",BOX,65000,
MT-2026-1083,,"KOAS 2""",PCS,15000,
MT-2026-1084,,SHEL OMALA S2GX VG320 (20LT),JERIGEN,1350000,PT TUNGGAL KARYA BERSAMA
MT-2026-1085,,"PIPA 1�"" CS x 6000 2,7mm/2,8mm",BATANG,245000,PT KARYA BENTENG BARU SEMESTA
MT-2026-1086,,"PIPA 1"" CS x 6000 2,7mm/2,8mm",BATANG,190000,
MT-2026-1087,,"CNP 150 x 3,2 x 6000",BATANG,500000,
MT-2026-1088,,"HOLO CS 4 x 4 x 1,5 x 6000",BATANG,198198,
MT-2026-1089,,"PLAT CS POLOS 4' x 8' x 1,5mm",BATANG,570000,
MT-2026-1090,,SIKU 60 x 60 x 6 x 6000,BATANG,380000,
MT-2026-1091,,BESI 10 POLOS x 12000,BATANG,74000,
MT-2026-1092,,SIKU 40 x 40 x 4 x 6000,BATANG,175000,
MT-2026-1093,,"CNP 150 x 2,3 x 6000",BATANG,345000,
MT-2026-1094,,FTALIT LEMON YELLOW 147,PAIL,1500000,DUNIA BARU
MT-2026-1095,,BAUT ROOFING SDS,BOX,108000,PANJI RIMBA TEKNIK
MT-2026-1096,,AS DRAT M10 X 1000 PUTIH,BATANG,17110,
MT-2026-1097,,MUR + RING M10 PUTIH,PCS,695,
MT-2026-1098,,BAUT CNP M10 X 40 PUTIH,PCS,1320,
MT-2026-1099,,TURNBUCKLE EYE TO HOOK M12 PUTIH,PCS,25120,
MT-2026-1100,,"PIPA CONDUIT 1/2"" E19 X 3,6",BATANG,95000,SURYA AGUNG CILEGON
MT-2026-1101,,"PIPA CONDUIT 3/4"" E25 X 3,6",BATANG,125000,
MT-2026-1102,,"CLAMP UNISTRUT 1/2""",PCS,6000,
MT-2026-1103,,"CLAMP UNISTRUT 3/4""",PCS,7500,
MT-2026-1104,,"CONNECTOR FLEKSIBEL 1/2"" TO PIPE",PCS,17500,
MT-2026-1105,,"CONNECTOR FLEKSIBEL 3/4"" TO PIPE",PCS,22500,
MT-2026-1106,,"GLAND 1/2"" CONECTOR FLEKSIBEL",PCS,17500,
MT-2026-1107,,"GLAND 3/4"" CONECTOR FLEKSIBEL",PCS,22500,
MT-2026-1108,,"SKRUP SDS 6x1�""",PACK,21500,
MT-2026-1109,,BLACKFOOT SCREWDRIVER MAGNETIC,PCS,10000,
MT-2026-1110,,AS STAINLESS 304 19MM,BATANG,219000,
MT-2026-1111,,"SOCKET STAINLESS 304 3""",PCS,103850,
MT-2026-1112,,BODY HARNES GOSAVE DOUBLE HOOK,UNIT,241000,MEGA TEKNIK
MT-2026-1113,,CARBON BRUSH CB 325 TO MAKITA,PCS,10000,
MT-2026-1114,,MAKITA 1630,UNIT,990000,
MT-2026-1115,,MAKITA HR2470,UNIT,2550000,
MT-2026-1116,,MAKTEC MT90,UNIT,425000,
MT-2026-1117,,"CUTTING DISC 4""X1,2MM WD",PCS,2740,
MT-2026-1118,,OKSIGEN,TABUNG,75000,IWAN ARGON OKSIGEN
MT-2026-1119,,GENTENG M-CLASS COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER
MT-2026-1120,,TERPUS TENGAH,PCS,35000,
MT-2026-1121,,SHM FLANGE MOUNTED DIFFRENTIAL PRESSURE,UNIT,14500000,PT INDOHARDWARE INDONESIA RAYA
MT-2026-1122,,EYE NUT M20 SS304,PCS,260000,BAUT STAINLESS
MT-2026-1123,,AS DRAT M20 SS304,BATANG,245000,
MT-2026-1124,,"CNP 150 x 3,2mm x 6000,",BATANG,555000,PT KARYA BENTENG BARU SEMESTA
MT-2026-1125,,"CNP 75 x 35 x 1.8mm x 6000,",BATANG,266400,
MT-2026-1126,,BESI 12 POLOS x 12000,BATANG,116550,
MT-2026-1127,,BESI 10 POLOS x 12000,BATANG,78810,
MT-2026-1128,,SIKU 40 x 40 x 4 x 6000,BATANG,188700,
MT-2026-1129,,WF 150 x 6000,BATANG,0,
MT-2026-1130,,BAUT ROOFING SDS M8 x 75,BOX,110000,PANJI RIMBA TEKNIK
MT-2026-1131,,DYNABOLT M8 x,BOX,1650,
MT-2026-1132,,TURNBUCKLE M16 EYE TO HOOK,PCS,48250,
MT-2026-1133,,TANG POTONG TEKIRO,PCS,55000,
MT-2026-1134,,TANG KOMBINASI,PCS,65000,
MT-2026-1135,,TEE-DUS 3LB,BATANG,4000,SURYA AGUNG CILEGON
MT-2026-1136,,KABEL TRAY TYPE U 100 x 50 GALVANIS,BATANG,360000,
MT-2026-1137,,FLEKSIBEL ELECTRIC 18MM PUTIH,ROLL,460000,
MT-2026-1138,,"FIBERGLASS CLEAR, 1020x3mm",LEMBAR,287000,PT MAJAMAKMUR SUKSES MANDIRI
MT-2026-1139,,WF 150 x 75 x 6000,BATANG,1287600,PT KARYA BENTENG BARU SEMESTA
MT-2026-1140,,AS DRAT/FULL DRAT M12 x 1000 STAINLESS,BATANG,107000,PANJI RIMBA TEKNIK
MT-2026-1141,,MUR M12 STAINLESS,PCS,3800,
MT-2026-1142,,"HOLO BAJA RINGAN PLAFON 0,5 40x40",BATANG,52000,
MT-2026-1143,,"HOLO BAJA RINGAN PLAFON 0,5 40x20",BATANG,36800,
MT-2026-1144,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER
MT-2026-1145,,NOK GENTENG M-CLASS WARNA COKLAT,PCS,55000,
MT-2026-1146,,ZINCALUME PLAT SHEET TALANG,M,91500,
MT-2026-1147,,TAMBANG NYLON 20MM,M,18000,KARYA WARGI
MT-2026-1148,,TAMBANG NYLON 16MM,M,12000,
MT-2026-1149,,"CONNECTOR GLAND 1/2""",PCS,17500,
MT-2026-1150,,TAMBANG PP 6MM,M,1500,
MT-2026-1151,,ISOLASI NITTO HITAM,PCS,8500,
MT-2026-1152,,"KABEL TIES 3,6 X 250",PCS,2600,
MT-2026-1153,,TESPEN TOMECO,PCS,20000,
MT-2026-1154,,VINILEX PRO 1000 WHITE,PAIL,810000,DUNIA BARU
MT-2026-1155,,ROLL CAT BESAR,ROLL,45000,
MT-2026-1156,,"KUAS 3"" ETERNA",PCS,14000,
MT-2026-1157,,MATERIAL PIPA + JASA BENDING TRANSPORT PP,LOT,2000000,MITRA BAJA PERSADA
MT-2026-1158,,GRANIT PUTIH POLOS KW 1 60X60,M,138000,DUNIA KERAMIK
MT-2026-1159,,ML PUTIH POLOS 25X40,DUS,67000,
MT-2026-1160,,BASALIT WHITE 40X40,DUS,73000,
MT-2026-1161,,LIST VERSASE KOTAK ABU 25cm,PCS,10000,
MT-2026-1162,,HT BERLIN FM V6R,PCS,337500,HT METRO JAYA
MT-2026-1163,,PIPA RUCIKA AW 1/2 IN,PCS,33000,MITRA BARU
MT-2026-1164,,MATA BOR NACHI 5MM,PCS,40000,
MT-2026-1165,,MATA ROOFING M8,SET,35000,
MT-2026-1166,,TALANG AIR GALVALUM,M,60000,
MT-2026-1167,,JP NUT M4X28,PCS,140,
MT-2026-1168,,TDUS,PCS,3000,
MT-2026-1169,,ISOLASI 3M,PCS,95000,
MT-2026-1170,,NOTE : SENIN SETENGAH HARI KARENA CUACA BURUK,-,0,
MT-2026-1171,,GUNTING HOLO BAJA RINGAN,PCS,35000,MUTIARA INDAH
MT-2026-1172,,MATA ROOFING M8,PCS,20000,
MT-2026-1173,,MATA OBENG M8,PCS,8000,
MT-2026-1174,,SKRUP GYPSUM 6X1,BOX,40000,
MT-2026-1175,,BAUT CNP 10X19,BOX,120000,
MT-2026-1176,,"KASA GIPSUM 2""",ROLL,15000,
MT-2026-1177,,KAPE PVC BESAR,PCS,7000,
MT-2026-1178,,KAPE PVC KECIL,PCS,3000,
MT-2026-1179,,"PAKU BETON 2""",BOX,45000,
MT-2026-1180,,"KUAS 3""",PCS,10000,
MT-2026-1181,,AMPLAS GRIT 180,M,8000,
MT-2026-1182,,BENANG TUKANG,ROLL,4000,
MT-2026-1183,,ISI KATER,KOTAK,10000,
MT-2026-1184,,GERGAJI BESI,PCS,15000,
MT-2026-1185,,SELANG WATERPAS 1/4,M,4000,
MT-2026-1186,,"KAPE 3""",PCS,5000,
MT-2026-1187,,PALU KAMBING,PCS,30000,
MT-2026-1188,,KATER 16,PCS,10000,
